gene	tissue	cos.part	sin.part	amp	phase	pval	int.array	int.rnaseq	pval.adj	relamp
Gm13154	BS	-0.077420937112001	-0.0848863097355371	0.114889891129803	15.175565417075	0.634158082075017	4.93931982930108	4.55333431038156	1	0.116382829606661
Smc2	BS	-0.0185253140577658	-0.0464596310654454	0.0500168429599086	16.5507234530642	0.634183455981727	7.89867637941364	8.57218829166842	1	0.050666787603528
Hint3	BS	-0.0264235153531269	0.0597429994509607	0.06532555508386	7.59061027992258	0.634534097834432	11.6257012303063	11.481788950869	1	0.0661744290252292
Vmn2r96	BS	0.0513250212630132	-0.0328686089410855	0.0609475451627936	21.8242966288352	0.634541881173277	3.66922817455165	-1.40507115860426e-16	1	0.0617395289861641
Arrb1	BS	0.0215124693596045	-0.00148475125650462	0.0215636458939952	23.7367874206945	0.634548423469626	12.7811481592503	12.870156188181	1	0.0218438550258859
Pvrl4	BS	-0.0270481227945889	0.0399514185569672	0.0482464173947159	8.2732663927254	0.634694084700374	8.74240566377389	8.74345147234479	1	0.0488733562157978
Erv3	BS	0.0214842669241333	0.0627359000404133	0.0663126449415806	4.73972929449585	0.634730847564843	5.18531872242843	5.11269704256201	1	0.0671743456374555
Fam171a2	BS	-0.0309665334822897	0.0795145911403286	0.0853316846202124	7.41854405572405	0.634877043971788	9.74513669351549	9.90900293987489	1	0.0864405285229431
Ankrd9	BS	-0.0188220736824678	0.0407238247671127	0.0448631291972679	7.65372170542547	0.634909392006108	9.42994381562886	10.0012604584482	1	0.0454461038272569
Rspo2	BS	-0.0135501633850373	0.0371216979183322	0.0395174313955388	7.33687299916321	0.63491468105239	7.19645508216963	7.66508583658345	1	0.0400309412723161
Dcaf13	BS	0.0355257003762621	0.0536302778046364	0.064329480680528	3.7652508708326	0.634993943890786	9.81362031613111	10.9436745617326	1	0.0651654111175739
Pcbd2	BS	-0.0433411322318846	0.0215566325751156	0.048406013584267	10.2370379381705	0.635005866962817	10.4528419173571	11.1300645323589	1	0.0490350262805158
Krtcap2	BS	-0.0434728286121153	0.00344773699454927	0.0436093306291433	11.6976990285425	0.635008941472913	12.1783070511322	12.3070810156294	1	0.0441760127541419
Csk	BS	0.0226821803269211	0.0418486783720067	0.0476003485897596	4.10280661158911	0.635018704101774	10.4007887227377	11.0269085423474	1	0.048218892059709
Rpsa-ps5	BS	0.193616751731941	-0.214816721637738	0.289194865871463	20.8019131156847	0.635142327918605	4.13507925205289	1.71094661206583	1	0.292952813053097
Col23a1	BS	-0.0828229490318559	0.0887370235863983	0.121383278260667	8.86837746269861	0.635186532570377	8.13763926822208	8.138568947773	1	0.122960595157571
Tbc1d9	BS	0.00961483889949028	0.0363864729469372	0.0376353628995569	5.01322362314559	0.635366511709568	12.0113070659438	12.1595922816824	1	0.0381244162079964
Pydc4	BS	-0.0617567674183996	0.104698590395511	0.121555309027526	8.03562350872377	0.635372304826098	7.09684507258936	6.0046872603776	1	0.123134861380905
Olfr1373	BS	-0.0843785577540912	-0.0177967539930669	0.086234943389268	12.7940009339188	0.635376658962905	4.02757631675613	4.32654755092965e-16	1	0.0873555247021191
Spon2	BS	0.0928482341464228	-0.179759071492112	0.202321818813037	19.821135084183	0.635433100188836	6.6555229969808	3.78906347836273	1	0.204950892833768
Esyt3	BS	-0.0471377170053026	0.0643813572755286	0.0797930042617224	8.41401655480925	0.635463207630764	7.54336477677574	7.32587167255458	1	0.0808298756964066
Tpt1	BS	-0.0466386870979347	0.0103983411216202	0.0477838114040795	11.1620782937667	0.63547088329604	15.9631059774451	16.6741322033104	1	0.0484047388844224
Naa10	BS	-0.0112668560598609	0.0727556121034886	0.0736228302772104	6.58685597288466	0.635521621932429	11.1120273462835	11.644021171245	1	0.0745795232901047
Dut	BS	-0.0530326889489625	0.0179799118719445	0.0559977082395369	10.7514378352203	0.63552775234225	11.5409359673661	11.1874219416293	1	0.0567253713300367
9430016H08Rik	BS	-0.0144299470801932	0.0760902701437388	0.0774464497784393	6.71587965313583	0.63553458036322	8.86722377577909	9.93011122100952	1	0.0784528288744008
Gm9959	BS	-0.106833016073223	-0.141507123533337	0.177306399585522	15.5298966267029	0.635548971037321	5.85301688173859	0.493236071800755	1	0.179610410352103
Zfyve26	BS	0.040450251997309	-0.0374543541798354	0.0551275932149623	21.1468186692361	0.635585676353425	7.36308133555654	8.67360769346001	1	0.0558439495822448
Dnajc7	BS	-0.00375393028962243	-0.0437665060098784	0.0439272016059761	17.6731758995565	0.635758448369489	13.9204806274308	14.2435277143016	1	0.0444980143103261
Ccm2l	BS	-0.0700471331785936	0.0292492664238955	0.0759086322685085	10.4890845191451	0.635768060421782	8.69426988211218	8.74145726625051	1	0.0768950281709237
Tulp1	BS	-0.079420041337005	0.0723819559033589	0.107455528040057	9.17696913482009	0.635787052789971	6.49276418477356	5.34819192431479	1	0.108851860570139
Ranbp3	BS	-0.032857255678713	0.069842072722578	0.077184936178779	7.67964495232512	0.635831527401578	10.9927320200351	11.5291840984445	1	0.0781879170322031
Kcnk15	BS	-0.0799681411946572	-0.0686181740081263	0.105372469888193	14.7087911227299	0.636049768371536	4.52296243346834	4.52393050223729	1	0.106741734086729
Hmgcll1	BS	0.00985550412645545	-0.0392422148349294	0.0404608747648557	18.9398664184014	0.636090687366185	9.71289468368896	9.89400651956367	1	0.0409866442311664
Sulf2	BS	-0.0292546836784296	-0.0173488616941012	0.0340120496178344	14.0446099792338	0.636118434391902	12.1323134736851	12.1754306035662	1	0.0344540197254909
Cyp2d40	BS	-0.0985246470417908	-0.0291402079471045	0.102743650869092	13.0984272146242	0.636174203424726	6.85271337045115	1.47587725904451e-15	1	0.104078754838005
Lrrc48	BS	-0.0186424201266156	0.0651691728510342	0.0677831905288119	7.06425400627032	0.636208566339203	9.51490193940913	9.88814156933015	1	0.0686640002521876
Vasp	BS	-0.0651111424970542	-0.0837047462413947	0.106046901984961	15.4747892453337	0.636227138343705	9.61936053968728	10.4439485499661	1	0.107424930101866
Ppa1	BS	-0.0232195310171292	-0.0172748986468782	0.0289407799465622	14.4432373739293	0.636247504413852	12.7527459940293	13.2772009487948	1	0.0293168513616156
D16Ertd472e	BS	0.0064785112731356	-0.0554750422136658	0.0558520493529481	18.4440646467428	0.636258356309788	9.19504934611429	9.69981863813242	1	0.0565778196767812
4930579G24Rik	BS	-0.0493933969068106	-0.00986710655858363	0.0503693105951647	12.7531349246993	0.636283059906645	7.63296262432253	8.10561988741207	1	0.0510238353849515
Hdac5	BS	0.0310319233167977	0.0149793736792391	0.0344581180647158	1.71779996193739	0.636342564595276	12.6218354357078	12.7547483890254	1	0.0349058846157419
Gm5963	BS	0.255717847620099	-0.107602997574833	0.277434717868088	22.4786151221397	0.636354362983794	5.83937363534262	0.805762380872778	1	0.281039847623619
Lrrc40	BS	-0.0229007594310814	0.0410993470913993	0.0470489225579033	7.94178454158349	0.636377766884719	10.8753749747556	10.9407063909083	1	0.0476603005137068
Atoh1	BS	-0.0689757530911253	0.15839612611956	0.172762806425953	7.56875826811153	0.636402460027691	3.37679777496567	1.49896528421636	1	0.175007775400569
Igfbp7	BS	-0.0255343845130731	0.00874006094179944	0.0269887653983623	10.7403096978843	0.636403057271022	11.6247486134507	11.4449684538693	1	0.0273394713300147
Aif1l	BS	-0.0365063070760523	0.0495258009427142	0.0615265423646444	8.42630376221977	0.63652156869292	9.89242639276395	10.1220971209816	1	0.062326049976158
Rnf151	BS	0.150020877623496	-0.153953702153778	0.21496047573863	20.9505832197041	0.636622117359653	5.39261564845844	1.28139164049998	1	0.217753782983316
Shcbp1	BS	-0.0820506086581392	-0.0182581652829275	0.0840574980633483	12.8363493835363	0.636625499432479	5.31081797490951	6.05234725085229	1	0.0851497845290518
Ccdc172	BS	-0.0456904259162299	0.0917171491037577	0.102467802065466	7.7653970328503	0.636642818842441	4.56966442103571	4.4387710914195	1	0.10379932151281
Clcn7	BS	-0.0223026658518038	0.0393515101530636	0.0452321816345827	7.96950759099361	0.636712564854112	10.413061879089	11.176322449474	1	0.0458199519222073
Lnp	BS	0.0405503082182958	-0.0422356018799211	0.0585506068521752	20.9222517628118	0.636733881764144	10.9337030926668	11.5561629060223	1	0.0593114436233953
Fkbp15	BS	-0.0256090213120529	0.0269393205845032	0.0371691937781252	8.9033217104835	0.636811482008452	9.75503895816932	10.8417151847311	1	0.0376521894446672
Igbp1	BS	-0.0238287651001461	-0.0326112677583174	0.0403894148385763	15.5896487049419	0.636824040818081	11.2409237168958	12.1003621769235	1	0.0409142557177637
Pkn1	BS	0.0586582144637372	-0.0241176152837777	0.0634227521560685	22.5099828671525	0.636825357789122	9.57633400853813	10.9715935683186	1	0.0642469000952034
Ubqln3	BS	-0.112113682763016	0.122807274201325	0.166286212475495	8.82624652220291	0.636847579972623	4.47723565357102	0.792531445048487	1	0.168447021249308
Krt9	BS	-0.0418624356144479	0.0366261929966633	0.0556232103442675	9.25444934150299	0.63693465185685	6.37647933511835	7.06370049214494	1	0.0563460070160437
Trim44	BS	0.00963603363818944	-0.0298541116922419	0.0313707049523783	19.1925707325659	0.636934942209426	12.4214597281428	13.0439998134022	1	0.0317783520657059
