	init	U	tau.w	L	tau.s	tau.mrna	logL	bic	convergence	msg	min.tau	max.tau	UL.delta	genelab
Ift46	6.06781302828543	5.81484486038255	15.3259549349032	6.50398035265368	1.12982081280198	0.968193587584369	46.2841702042847	-68.4162302641585	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1298208	15.3259549	-0.689135492271125	NA
Ubtd2	5.14600774237859	5.42930745902109	11.1592104945315	4.74041508954305	5.98625647289263	0.989080420734927	42.361351419221	-60.5705926940311	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.9862565	11.1592105	0.688892369478034	NA
Cbarp	7.72962561519748	8.00418421456756	10.505075491697	7.31531870688757	11.0432433228029	0.986614124691076	46.1937500367343	-68.2353899290576	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	10.5050755	11.0432433	0.688865507679993	NA
Syne4	3.90375128939082	3.94337825692439	5.37508955736664	3.25515140395285	1.22292529769609	1.05797809013826	26.0771677145965	-28.0022252847822	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2229253	5.3750896	0.688226852971536	NA
Sbsn	4.74563243828301	4.49962089536846	9.52112558906779	5.18776252859183	9.72966920672731	1.0166926206616	42.5467300857727	-60.9413500271345	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	9.5211256	9.7296692	-0.688141633223369	NA
Pex6	4.88209455977718	5.10572274233597	12.787263126674	4.41802608658748	5.75745981095273	1.0089274436512	45.5708160721602	-66.9895219999095	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.7574598	12.7872631	0.687696655748491	NA
Gm10767	2.13738606509829	2.42261281319424	1.72902995922568	1.73493327341983	9.65208610907648	0.89156728251197	41.5931348849963	-59.0341596255818	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.72903	9.6520861	0.687679539774405	NA
Tra2a	6.64316905865249	6.88492956653229	3.87256231085205	6.19738319528351	1.0220964374723	0.997119594323998	44.292011250906	-64.4319123574011	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0220964	3.8725623	0.687546371248787	NA
Zfp933	3.86476111707629	4.08351726809022	4.32975923050803	3.39615136579244	0.861766382108402	1.01254369146448	33.9246544125352	-43.6971986806594	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8617664	4.3297592	0.68736590229778	NA
Pcdh1	7.00564711423038	7.1883748694013	5.64186379810342	6.50204234417572	4.12405771962295	0.993335982902002	50.1936403572423	-76.2351705700738	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.1240577	5.6418638	0.686332525225577	NA
Rilpl1	5.84065748577472	6.09888242624969	10.2142245030408	5.4128067961597	0.783007332005997	1.029027337627	47.7502118817567	-71.3483136191025	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7830073	10.2142245	0.686075630089995	NA
Gm16432	1.27364979371057	1.05899110271317	17.7220568735777	1.7449170937222	4.51798105842428	0.914028056052697	37.9262069633899	-51.700303782369	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.5179811	17.7220569	-0.685925991009025	NA
Ablim3	3.69028297243623	3.39011160162794	19.5493827885498	4.07587885274166	9.07907532875297	0.998748296263726	42.3329203544457	-60.5137305644805	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	9.0790753	19.5493828	-0.685767251113725	NA
Unc13a	7.65140382160738	7.8523511561763	11.7753265913491	7.16688119598116	6.40744356917254	1.00302757890533	57.5103735652777	-90.8686369861446	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.4074436	11.7753266	0.685469960195139	NA
Ankrd52	5.28854080364133	5.48085747537979	9.17924210411076	4.79561699592358	6.58023752167725	0.995719505085382	66.642504948062	-109.132899751713	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.5802375	9.1792421	0.685240479456208	NA
Ubash3b	4.07635394037833	4.29012608037977	12.1007083745639	3.6058010262286	3.18161717518909	1.02153295204309	49.2802036371621	-74.4082971299133	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.1816172	12.1007084	0.684325054151172	NA
F8a	3.48729679638308	3.75979691837011	17.8298329897563	3.07572566228119	1.062534914375	1.06329682835236	42.7031589940195	-61.2542078436281	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0625349	17.829833	0.684071256088925	NA
Tmem245	4.45828717340662	4.246566887013	10.021210844756	4.92999767549959	3.78295467231004	0.991645347217756	30.1298532867631	-36.1075964291154	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7829547	10.0212108	-0.683430788486589	NA
Zswim4	3.24904242203467	3.53761136368417	0.579960230819076	2.85475748238549	0.480898346962988	0.932994335927905	29.6757018006561	-35.1992934569013	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5799602	0.682853881298679	NA
Prkd2	1.81883209509352	2.17469479344989	13.6738132660475	1.49204657886152	1.72074493503915	1.02093182593904	32.9554082197353	-41.7587062950596	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.7207449	13.6738133	0.682648214588366	NA
Mmp17	5.99122910794545	6.24080889392964	7.0895002989493	5.55831253049399	10.1295661701488	0.976959693310142	45.0546013097599	-65.9570924751089	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.0895003	10.1295662	0.68249636343565	NA
Rundc1	4.70021813459655	5.01570936844708	7.47088102509299	4.33360519289833	1.38554349580391	0.995488375711793	56.221113414604	-88.2901166847971	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3855435	7.470881	0.682104175548755	NA
Gm11839	1.21302611964812	1.62967988098157	1.03006856017161	0.948125960967898	0.767104685331905	0.782152180674862	10.5134593219477	3.12519150051551	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7671047	1.0300686	0.681553920013668	NA
Zfp40	4.07877818271534	3.73009011573052	8.51829440947773	4.41153485140029	0.752925018195326	0.988905262019164	33.1956434470942	-42.2391767497776	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.752925	8.5182944	-0.681444735669772	NA
Stard4	4.08244560355591	3.76110621305193	10.9846763583328	4.4418915649297	0.480898346962988	0.959487981172576	41.4040353557705	-58.6559605671302	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	10.9846764	-0.680785351877773	NA
Nyap2	4.36034964240351	4.06984492239838	11.3966557437759	4.75026570545366	0.891703922229531	0.970919006152389	42.8813263947726	-61.6105426451343	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8917039	11.3966557	-0.680420783055276	NA
Clmp	4.01253870598547	4.30238133404547	16.534408564714	3.62196060211662	4.93682984899813	1.01140364787907	48.9163699167549	-73.680629689099	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.9368298	16.5344086	0.680420731928849	NA
Mfap3	4.0769027512227	4.32633368541021	4.53894277407592	3.64610529360498	1.85917115244466	0.9803484597342	44.4847980690318	-64.8174859936528	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.8591712	4.5389428	0.680228391805232	NA
Cabyr	4.60135890299234	4.29586664678074	18.0701851372884	4.97500848881389	5.82034516324051	0.996452325112775	48.2475285885433	-72.3429470326757	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.8203452	18.0701851	-0.67914184203315	NA
Rnf207	4.03714309726956	3.7096180181058	14.5122782483587	4.38779868387095	7.79891314583448	1.01568006625275	36.4133994551885	-48.6746887659662	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.7989131	14.5122782	-0.678180665765153	NA
Wwc1	5.80839376651176	5.99249221484478	4.10589881557594	5.3146992014361	4.64272105708218	0.983532690645274	36.165956920665	-48.1798036969191	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.1058988	4.6427211	0.677793013408682	NA
Tbc1d10a	4.46326360970296	4.744203418649	13.893359191449	4.06771553034176	4.7101932329223	1.00574795723177	38.1877771474033	-52.2234441503958	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.7101932	13.8933592	0.676487888307241	NA
Frmd6	4.82729745972362	5.20378129861257	6.96702806977678	4.5273583051638	2.3311586159997	0.968487876658708	28.8890174559409	-33.6259247674709	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.3311586	6.9670281	0.676422993448765	NA
Spats1	1.40072174090458	0.906810235773406	2.45606297548765	1.58317770479522	0.480898346962988	1.19704091030236	17.9210324677361	-11.6899547910614	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.456063	-0.67636746902181	NA
Tnik	6.59141423965732	6.38521554817487	4.24757472641604	7.06076075278406	4.88753427660975	1.01746396616967	42.8698898797358	-61.5876696150606	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	4.2475747	4.8875343	-0.675545204609197	NA
Fam163a	2.50438323879257	2.81248057905153	19.4691177603311	2.13770924171785	2.31313169177752	1.05253015677776	41.3406870194646	-58.5292638945182	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.3131317	19.4691178	0.674771337333682	NA
Csdc2	6.38890009368938	6.65304562645863	13.2598371344635	5.97832951921391	4.86366464896174	1.00220393109217	34.6788400025174	-45.205569860624	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.8636646	13.2598371	0.674716107244724	NA
Gda	6.89296841197404	6.63533297965397	10.5449458654922	7.30956544293239	2.51565233527292	0.99459580252529	50.064238040137	-75.9763659358631	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.5156523	10.5449459	-0.674232463278424	NA
Slc39a2	3.8909339942962	3.9172220112628	2.24031130952784	3.24336955595217	0.480898346962988	1.05759126870251	46.1137818316886	-68.0754535189662	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.2403113	0.673852455310631	NA
Rbm4	4.54399512982178	4.81896512230756	12.4728261049493	4.14616566926544	1.33455263987268	1.02597741578708	38.1348107769347	-52.1175114094585	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3345526	12.4728261	0.672799453042121	NA
Sh3pxd2b	3.18865640248651	3.49475584156678	5.89362355328273	2.8230337681214	2.14847205241282	0.964593802281832	28.9124318884055	-33.6727536324	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.1484721	5.8936236	0.671722073445375	NA
Pradc1	4.58987917161319	4.30322328487378	12.3064049305462	4.97351016599226	3.57013171005837	1.00270422579784	48.3122759350812	-72.4724417257514	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.5701317	12.3064049	-0.670286881118485	NA
Fgfr1	5.04327256063217	5.31996943864027	16.5730719019081	4.65006747107801	8.32607478921132	1.00085997178691	38.9119721311799	-53.6718341179489	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.3260748	16.5730719	0.669901967562254	NA
Uba6	3.83149268517441	4.08130322093245	4.20861025651271	3.41206763224192	2.69956174099376	0.968345384794896	37.6586978573709	-51.1652855703309	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.6995617	4.2086103	0.669235588690527	NA
Cenpw	1.98502409630607	1.908402679746	6.40197122755365	2.57748987550497	2.02168310018365	0.935762285853679	35.8324361231254	-47.5127621018399	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0216831	6.4019712	-0.669087195758969	NA
Tubd1	2.64261789427764	2.59954702549656	2.70510170067487	1.93077362055365	1.0062744589056	1.08662031931742	28.9897468688738	-33.8273835933368	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0062745	2.7051017	0.668773404942912	NA
Obsl1	4.56977418507605	4.95268303776927	20.2813986496201	4.2839783061553	3.13268100383776	1.00754230504457	44.813845710609	-65.4755812768072	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.132681	20.2813986	0.668704731613965	NA
Cyp4f13	3.47741956532652	3.30743133398533	3.40728839449943	3.97569836200192	3.82392897376538	1.02650433697034	35.1828577459779	-46.213605347545	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.4072884	3.823929	-0.668267028016596	NA
Guf1	5.02157047009701	4.81205772496566	5.26334680084598	5.47971028117059	3.89235139318176	1.01699764083446	55.5803297167656	-87.0085492891204	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8923514	5.2633468	-0.667652556204935	NA
Nid1	2.15433623583069	2.35513747925701	22.2568317266607	1.68763665199229	6.25186508638132	1.06532781527221	44.4389117376757	-64.7257133309404	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.2518651	22.2568317	0.667500827264713	NA
Ctps2	6.34756686668691	6.1100440037637	12.3771494198943	6.77727854131751	9.28163333691648	1.00479960052691	48.2127005925913	-72.2732910407716	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	9.2816333	12.3771494	-0.667234537553809	NA
Sorbs1	5.84103338199648	6.13649335315943	23.0080477725092	5.46945821564749	5.34805649693343	1.01303848066104	53.4593731061736	-82.7666360679364	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.3480565	23.0080478	0.667035137511948	NA
Dmpk	4.87483149539705	4.92139206078385	0.584211988010023	4.25490398610934	0.725262251063663	1.00018490066036	30.4974947597849	-36.8428793751588	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.584212	0.7252623	0.666488074674508	NA
Adamtsl2	3.5890262721005	3.60833196522306	3.07563224329278	4.27439707952834	1.07354413381398	0.948940121160235	30.3646648868789	-36.5772196293469	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0735441	3.0756322	-0.666065114305282	NA
Dpf1	6.12151084700804	6.343915280324	5.67817925313158	5.67828226206971	2.21306859862012	0.991496091356393	42.2711556080747	-60.3902010717384	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.2130686	5.6781793	0.665633018254288	NA
R3hdm2	8.38287659640547	8.60209163848016	5.9324135258415	7.93696831414081	4.05091518216026	0.991607008102699	46.5115774960485	-68.8710448476861	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.0509152	5.9324135	0.66512332433935	NA
Cntln	2.90476964906212	2.81859749140533	7.50361315649918	3.48370578889266	1.0553522157465	0.924182125192536	49.4568467408949	-74.761583337379	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0553522	7.5036132	-0.665108297487333	NA
Inhbb	1.65605672740723	1.75407726095751	5.2976268342093	1.08990410449211	3.12215998100536	1.02816777280533	34.9389430637598	-45.7257759831087	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.12216	5.2976268	0.664173156465399	NA
Slco1a6	4.48046323385826	4.72135646510279	14.8740363985198	4.05764402388513	5.60884912710646	1.00905344478242	41.420768434113	-58.6894267238151	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.6088491	14.8740364	0.663712441217655	NA
Creg2	5.89063412722991	5.637778084437	8.73705200635941	6.3008563284979	1.83589358174724	0.996421210002014	59.8523425083856	-95.5525748723603	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.8358936	8.737052	-0.6630782440609	NA
Gm10643	1.29391923528226	0.964210229520046	8.50507871407808	1.62607616601642	4.5536245607467	1.1142192444071	42.1864926546882	-60.2208751649654	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.5536246	8.5050787	-0.661865936496375	NA
Sypl	5.0680601705116	4.81907785398487	12.9181721878438	5.48017627589427	7.18268845393587	1.00351049937692	56.0153655519234	-87.8786209594359	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.1826885	12.9181722	-0.661098421909402	NA
Klf11	2.29459030946736	2.2733351861331	0.480898346962988	2.93368461158725	0.586940837178956	0.993251226460198	28.4353971900234	-32.7186842356358	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5869408	-0.660349425454144	NA
Hivep3	5.26059020238883	5.52759327161765	3.11168600250802	4.86753674044666	2.08755483552029	0.969745038571169	40.0519131569772	-55.9517161695434	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0875548	3.111686	0.660056531170989	NA
Slco3a1	3.90493298556574	4.14015914630286	6.01618185513715	3.48089196939794	0.480898346962988	1.04413990453204	47.456268452877	-70.7604267613431	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	6.0161819	0.659267176904925	NA
Mfsd11	4.9238640894927	4.67720325566283	13.5379443301295	5.33645151288463	4.12115361267638	0.991237144948204	57.6343043914643	-91.1164986385176	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.1211536	13.5379443	-0.659248257221793	NA
Rpa2	3.21187111158211	2.9821852807566	11.8069977036383	3.64087608765298	23.5527798401117	1.03290298028595	44.6945454020901	-65.2369806597693	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	11.8069977	23.5527798	-0.658690806896385	NA
Wdr17	4.7907164870437	4.57713529647942	7.50030504051796	5.23566562252877	4.88463862250961	1.01053199565631	49.7843976828108	-75.4166852212107	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.8846386	7.500305	-0.658530326049351	NA
Stim2	6.03065638801792	6.21774422180419	8.90014556742841	5.55931132542023	5.63052279907604	0.999833455485489	45.2523047683524	-66.3524993922939	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.6305228	8.9001456	0.658432896383965	NA
Pcdhga3	3.65714195709568	3.37389374623774	20.079645378384	4.03185133085147	1.65619864762081	0.957865595591034	38.5805933194963	-53.0090764945816	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6561986	20.0796454	-0.65795758461373	NA
Trappc6a	2.92923374973428	2.6316160261311	9.62424654468728	3.2894250412288	7.41003095048274	1.04120773531396	25.5332561208634	-26.914402097316	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.410031	9.6242465	-0.657809015097707	NA
Nim1k	3.42235285310348	3.20065124155853	9.089943207454	3.85809518320865	2.22892022922994	0.99407432992385	56.133997007042	-88.1158838696732	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.2289202	9.0899432	-0.657443941650124	NA
Fndc3b	3.09647993408447	3.35428038756772	14.2469754717966	2.6971960381943	3.83174360615716	1.0119815129331	68.2227379628837	-112.293365781357	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8317436	14.2469755	0.657084349373414	NA
Itm2a	5.55606568017424	5.20744590954128	11.2344864837316	5.86386134176923	0.480898346962988	0.978224870282226	45.5591949809594	-66.966279817508	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	11.2344865	-0.656415432227955	NA
Rims4	5.80255530078259	6.08248446048447	11.3936322254929	5.42616250981211	1.08639475614571	1.02122922616172	66.6004969765998	-109.048883808789	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0863948	11.3936322	0.656321950672369	NA
Tpst2	4.53600019245631	4.38548410587588	5.04281631948467	5.04128541110727	2.92641866301273	1.00204887521861	35.8612264107666	-47.5703426771224	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9264187	5.0428163	-0.655801305231399	NA
Fam43a	3.75416209327007	4.14748259885899	16.8972465492339	3.49194832132182	5.7897546027595	0.974354215416339	41.0075613697628	-57.8630125951146	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.7897546	16.8972465	0.655534277537167	NA
Plk5	4.04293905861895	3.45079262726722	14.7427754266147	4.1059207452556	5.80154288487749	1.07494369427281	11.3173272658436	1.51745561272373	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.8015429	14.7427754	-0.655128117988385	NA
Uqcc3	4.36700320081162	4.06939763315959	19.9992670135872	4.72441381645784	3.927285339875	0.986520339255864	49.4033347176901	-74.6545592909694	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.9272853	19.999267	-0.655016183298255	NA
Lgi2	5.10042439812015	4.87065332740722	7.63422450113519	5.52559930398939	2.01454443357812	0.999798235896644	62.219571929957	-100.287033715503	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0145444	7.6342245	-0.654945976582165	NA
Fgf14	5.01586520604791	4.72936069026665	12.3905158606489	5.38392804691161	0.671923235593605	0.967770327202056	46.8618173192936	-69.5715244941764	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6719232	12.3905159	-0.654567356644957	NA
Lman2l	4.99068642152596	5.13766386347996	7.61733137675627	4.48352408334313	3.46700299093127	1.00720882502274	52.9342021579921	-81.7162941715733	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.467003	7.6173314	0.654139780136828	NA
Parp10	1.82491171585268	1.98382449807417	0.480898346962988	2.63789948273012	0.480898346962988	0.903838578094441	2.89916226612085	18.3537856121692	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-0.654074984655953	NA
Pak7	5.34170227717456	5.25861005860765	2.41302960334806	5.91231739034616	0.480898346962988	0.970513904774451	32.1985366712743	-40.2449631981376	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.4130296	-0.653707331738517	NA
Lrsam1	4.23739192654307	3.88203643187575	23.262761257327	4.53523100546702	5.76103692202596	0.995336878982013	48.4868556573229	-72.8216011702349	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.7610369	23.2627613	-0.653194573591279	NA
Tlr9	0.750868913817177	0.739393197528003	0.480898346962988	1.39239271513434	0.480898346962988	0.95669847941785	21.8402230403586	-19.5283359363063	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-0.652999517606335	NA
Krt222	5.45687944962845	5.20062093123222	11.9685332120308	5.85353280705132	4.62848596333215	1.00029039569157	52.1771730923076	-80.2022360402043	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.628486	11.9685332	-0.652911875819107	NA
Scn1a	6.35499972693614	6.06009206166461	15.6037099354228	6.71292907936737	1.62193338373061	0.984710208311805	43.6163164712846	-63.0805227981583	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6219334	15.6037099	-0.652837017702756	NA
