	init	U	tau.w	L	tau.s	tau.mrna	logL	bic	convergence	msg	min.tau	max.tau	UL.delta	genelab
Man2b1	4.4028004782944	4.31773182302174	13.1265644474307	4.58301870426816	6.94891395674649	0.998551536235474	85.4865644421201	-146.821018739829	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.948914	13.1265644	-0.26528688124642	NA
Ilf3	5.43396689604555	5.35318370563786	13.8910401062652	5.6183900860669	4.30746007992226	0.99386695835801	93.1160691893843	-162.080028234358	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.3074601	13.8910401	-0.26520638042904	NA
Scamp5	7.83809968829125	7.73786553677014	34.5911108989571	8.00273044518163	1.54525204956903	0.987963275891396	98.0483801217191	-171.944650099027	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.545252	34.5911109	-0.264864908411492	NA
Cdk13	4.33866540285918	4.45715914993256	12.4661574110551	4.19238459695464	3.83428822377974	0.999395909476724	82.6557582722614	-141.159406400112	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8342882	12.4661574	0.264774552977914	NA
Pou3f3	5.34976847350302	5.47980325194703	0.563347382316128	5.21508112387128	0.501776960152522	0.980168130660327	81.5467621191483	-138.941414093886	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.501777	0.5633474	0.264722128075747	NA
Hdac8	3.47165802766519	3.41952930225468	3.86699078788905	3.1549418686255	0.686720619383037	1.04894017523043	54.6943364392749	-85.2365627341388	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6867206	3.8669908	0.264587433629186	NA
Star	2.20417491607311	2.44414507462884	5.57001637351707	2.17992530372941	0.725676242401088	0.956844870759011	59.9134992010374	-95.674888257664	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7256762	5.5700164	0.264219770899431	NA
Uhrf2	5.33881838781569	5.33117734418503	0.880436967363586	5.06704391971257	0.480898346962988	1.01108733280555	71.9649027359159	-119.777695327421	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.880437	0.264133424472462	NA
Gls	8.17399442519676	8.31409966987863	13.0783390403876	8.05046111306176	2.84256320223142	0.999598673611777	84.220299443729	-144.288488743047	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	2.8425632	13.078339	0.26363855681687	NA
Plekhm1	3.60645768232668	3.53975339348375	1.30955216833017	3.27643763488139	0.480898346962988	1.03678999621172	73.2151756337433	-122.278241123076	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.3095522	0.263315758602353	NA
Lage3	4.29592610711096	4.00870616682923	2.0295515436193	4.27158003497793	0.480898346962988	1.04732440621137	52.4169853462167	-80.6818605480225	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.0295515	-0.2628738681487	NA
Dgcr14	4.02924744591268	3.98953145442661	7.82845383243719	4.25211138375807	2.18699647624519	0.982603164175453	71.8301105605075	-119.508110976604	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.1869965	7.8284538	-0.262579929331463	NA
Gtpbp2	6.71451435297548	6.63443949447913	6.57823822741744	6.37193672486209	1.08835398130551	1.03063153463287	63.5765926567729	-103.001075169135	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.088354	6.5782382	0.262502769617042	NA
Tspan13	7.40912019123239	7.51188971260364	3.31657132172159	7.25000905777852	0.630480875299086	1.00253219359432	71.1664787246707	-118.18084730493	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6304809	3.3165713	0.261880654825123	NA
Xpc	3.35557010779196	3.33618527104538	3.498022166533	3.59783943288067	0.480898346962988	0.971206546952817	64.2380549358354	-104.32399972726	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.4980222	-0.261654161835289	NA
Ivns1abp	6.75377726863802	6.88475332507447	7.80622128430262	6.62332784395188	1.09721818459197	1.00009212250902	74.5486482597934	-124.945186375176	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0972182	7.8062213	0.26142548112259	NA
Myh10	6.85309008552449	6.77438939593606	0.480898346962988	7.03559161443287	1.3015640340108	1.01030905485897	86.5898355523662	-149.027560960322	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.301564	-0.261202218496817	NA
Dnajc18	5.41551907281939	5.31716600988511	10.7968518573142	5.57796771041494	6.06397702565059	1.00319408567386	102.949152519137	-181.746194893862	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.063977	10.7968519	-0.260801700529834	NA
Metap1	5.17439148277647	5.28393214439528	0.480898346962988	5.02348545356334	1.36026780665038	0.979908105984453	67.4604540439433	-110.768797943476	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.3602678	0.260446690831934	NA
Prps2	4.2272861876376	4.17742152068908	7.45421907462302	4.4372858234641	1.02125651579099	0.981389920772719	68.2702554314403	-112.38840071847	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0212565	7.4542191	-0.259864302775021	NA
H1f0	6.06252807383136	6.26895973550599	1.11095792201509	6.52880659780352	0.480898346962988	0.958637024595672	57.0938138053863	-90.0355174663617	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.1109579	-0.259846862297537	NA
Top1	5.955324738214	6.12283575489169	0.825753085340565	5.86311388783995	0.480898346962988	0.980158276071795	57.8512058159579	-91.5503014875048	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.8257531	0.259721867051734	NA
Marf1	5.76650129027269	5.74100090868666	4.51503821708818	5.48131630674847	2.49163161509989	1.01314334756019	92.2705231047981	-160.388936065185	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.4916316	4.5150382	0.259684601938187	NA
Kctd20	5.52168356984102	5.65065258807839	5.36845230107927	5.39099367224202	3.56472288235304	0.987219821640758	81.8168260718663	-139.481541999322	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	3.5647229	5.3684523	0.259658915836367	NA
Gspt2	4.61898137958562	4.73765635827315	0.480898346962988	4.4784489049128	0.835999592679878	0.980477044282091	76.3904216606158	-128.628733176821	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.8359996	0.259207453360351	NA
Ralbp1	5.49989539463366	5.61941898858386	0.480898346962988	5.3603379566239	0.480898346962988	0.98371584677622	83.0826914144736	-142.013272684536	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	0.259081031959952	NA
Nlgn1	5.27603895227486	5.32618486905249	1.82175313655758	5.58481554367652	0.480898346962988	0.976561729869347	54.1185785287713	-84.0850469131316	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.8217531	-0.258630674624037	NA
Top1mt	3.26191730383171	3.25101862057004	4.07987159465725	3.50957048858197	0.480898346962988	0.958305508524947	59.3545902321076	-94.5570703198043	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.0798716	-0.258551868011934	NA
Erc1	4.54569433067677	4.67142931583174	6.80231932966879	4.41290914377789	2.48994611813079	0.989417752356954	86.3799513493998	-148.607792554389	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.4899461	6.8023193	0.258520172053847	NA
Ikbkb	5.30770228297673	5.27993425128268	1.30707022159845	5.02143257140906	0.786085168999396	1.01161012522424	91.9684460582599	-159.784781972109	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.7860852	1.3070702	0.258501679873625	NA
Cdc42bpb	5.90887913213936	5.81045584325691	18.5526142840399	6.06883561117785	1.20260897753626	0.986293162189754	88.0199446921128	-151.887779239815	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.202609	18.5526143	-0.258379767920947	NA
Clcc1	4.8561602547414	4.634986487998	1.10201510141437	4.89334214071212	0.480898346962988	1.03303587164186	60.36019600482	-96.568281865229	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.1020151	-0.258355652714123	NA
Rbm10	5.20318450582576	5.21914112363125	4.84904331337228	4.96144506311406	0.480898346962988	1.0252694689752	76.903088457543	-129.654066770675	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.8490433	0.257696060517183	NA
Ccdc125	0.402894923851376	0.083002500659205	17.5275819958473	0.340651786563842	5.75434630660456	1.72228091448585	35.0852446282598	-46.0183791121087	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.7543463	17.527582	-0.257649285904637	NA
Eif2s3x	6.00890598875766	5.96394506657403	5.45180805219081	6.22150313801327	4.99580639608196	1.00177742052482	79.3501998905329	-134.548289636655	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.9958064	5.4518081	-0.257558071439234	NA
Sh2b1	5.32570962323563	5.31588855562062	6.59760572000501	5.05870465053256	0.993232666915908	1.02590661724485	59.1285351144275	-94.1049600844442	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9932327	6.5976057	0.257183905088055	NA
Rassf2	4.85649083546078	4.86757272339085	1.01188824824355	4.61124273854494	2.69694974406729	0.997772621556345	84.613353514003	-145.074596883595	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0118882	2.6969497	0.256329984845908	NA
Anapc15	4.78225484670172	4.40693872828048	3.91922935462473	4.66319547819	0.57768410625108	1.05868679337186	51.2137215219251	-78.2753328994392	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5776841	3.9192294	-0.256256749909521	NA
Syt11	8.55608924426945	8.42288532923533	20.8421940040944	8.67878778276147	1.63141345673696	0.993918254363961	98.258362726444	-172.364615308477	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	1.6314135	20.842194	-0.255902453526138	NA
Mtr	2.79754160129774	2.75356276363194	5.24234958302743	2.49770209218027	0.480898346962988	1.07085129110783	57.4477908058686	-90.7434714673263	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	5.2423496	0.255860671451669	NA
Denr	6.44117377498967	6.44541063015844	4.9971836062485	6.70119942363713	2.94771939647968	0.991258219019475	65.9257136849455	-107.69931722548	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9477194	4.9971836	-0.255788793478692	NA
Magt1	3.12859179867134	3.10138215759705	1.78438522280379	2.84563643816988	0.480898346962988	1.03490074226567	54.7180494695944	-85.283988794778	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.7843852	0.255745719427166	NA
Mast2	6.41772946205853	6.35844610751224	3.36522561475559	6.10291693433569	0.534357340219951	1.02611792494137	59.2328282461723	-94.3135463479338	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5343573	3.3652256	0.255529173176549	NA
Nelfa	3.95440002835211	3.98943654548564	3.53915923654187	3.73397854866331	4.07851002414685	0.996831213244798	80.5495434844917	-136.946976824573	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.5391592	4.07851	0.255457996822324	NA
Slc7a14	4.95522280087552	5.16570155960147	0.480898346962988	4.91028491090943	0.774383921761261	0.963108873869349	66.401421740515	-108.650733336619	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.7743839	0.255416648692042	NA
Gramd1c	0.704513967484105	0.46059078191102	8.72593763546075	0.205469159922869	0.618330167029174	2.33660312709399	31.0152155193028	-37.8783208941947	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6183302	8.7259376	0.255121621988151	NA
Alkbh5	4.61395671330378	4.71979323945732	4.40122334086674	4.46474129254726	4.4984140253483	0.988272326128366	90.9548660952806	-157.75762204615	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.4012233	4.498414	0.255051946910059	NA
Mgat1	5.6698243058082	5.5838720310695	4.1991279119086	5.32887988591751	2.34731566454951	1.02448516867591	63.9794633722848	-103.806816600159	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.3473157	4.1991279	0.254992145151984	NA
St3gal5	6.82592776062455	6.802489660878	1.37229713896839	7.05721493171584	1.66314071125524	1.00015269584537	80.3607041826691	-136.569298220927	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3722971	1.6631407	-0.254725270837836	NA
Ing1	4.75271312713626	4.72760486936647	2.28822134024433	4.47326667244606	0.480898346962988	1.02464187305358	65.2498693993564	-106.347628654302	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.2882213	0.254338196920409	NA
Prl8a1	4.04732340446354	4.00725598838605	7.25155346722902	3.75312590945475	0.842960667286064	1.0426287543331	62.4391286501441	-100.726147155877	52	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.8429607	7.2515535	0.254130078931298	NA
C2cd3	4.07496358910313	4.09233554717372	1.61458475391801	3.83824930529526	0.480898346962988	1.01344405621492	56.0158639893147	-87.8796178342185	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.6145848	0.254086241878458	NA
Phospho2	4.44105983901342	4.67906709695149	1.6175218559543	4.42499093625617	0.480898346962988	0.964906232763	56.4095012265213	-88.6668923086318	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.6175219	0.254076160695315	NA
Ankrd10	4.93548580794027	5.03902502157826	0.480898346962988	4.78512330068322	0.480898346962988	0.982580358043914	60.4101811977133	-96.6682522510157	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	0.253901720895035	NA
Ethe1	3.30868331894881	3.24822857702064	2.32739821484622	2.99438477086517	0.480898346962988	1.05330245386999	44.5548017511972	-64.9574933579835	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.3273982	0.25384380615547	NA
Cask	5.68470099206082	5.74500297451997	3.09459777364667	5.99870634747018	0.964327519876844	0.977128921925839	51.6791540327953	-79.2061979211797	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9643275	3.0945978	-0.25370337295021	NA
Ephb6	6.43291826232838	6.56050625465326	1.70941489169117	6.81386119515717	1.16460828186154	0.972730507934868	54.2807022867339	-84.4092944290569	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1646083	1.7094149	-0.253354940503915	NA
Ldah	4.65809142048464	4.77190773876651	4.88800553065528	4.51858580662115	1.08311223822078	0.99765570391788	78.6171312678225	-133.082152391234	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0831122	4.8880055	0.253321932145365	NA
Dnajc11	5.56477139342011	5.46162924128307	1.40878113198487	5.71422399140442	2.70587715166753	1.01448176651865	83.7106093398789	-143.269108535347	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4087811	2.7058772	-0.252594750121345	NA
Adcy3	4.91039070480332	4.85813812873398	2.58696446952496	4.60565608288099	0.480898346962988	1.03332641984732	54.4203480873739	-84.6885860303368	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.5869645	0.252482045852991	NA
Thoc1	5.16187355391638	5.19853428038837	4.82208303062138	5.45081907623655	1.62368623055296	0.982046388393892	62.6488354892541	-101.145560834097	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6236862	4.822083	-0.252284795848176	NA
1200014J11Rik	2.64642754797966	2.57163965257037	0.480898346962988	2.3194401309209	0.480898346962988	1.03536068706213	61.2937502073337	-98.4353902702565	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	0.252199521649474	NA
Hdac9	4.3100669060469	4.42447401114301	3.71431239406194	4.67643192142747	0.480898346962988	0.950137024430745	50.3118108614518	-76.4715115784928	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.7143124	-0.251957910284465	NA
Ccdc127	5.43692464151582	5.60792434618715	10.3773374761075	5.35607336307006	2.76946540736026	0.988709639302096	70.8066972856546	-117.461284426898	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.7694654	10.3773375	0.25185098311709	NA
Atp6v1b2	8.77079682879236	8.65740949652583	34.600813874319	8.909235501855	1.9646611228903	0.992267064965815	98.8546018796153	-173.55709361482	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.9646611	34.6008139	-0.251826005329162	NA
Ctr9	4.92549524089237	4.90366692944356	1.17053853150133	4.65206054566807	1.50860230996313	1.0083217288808	72.3425687992679	-120.533027454125	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1705385	1.5086023	0.251606383775483	NA
Gbas	5.8948149145127	5.86192372187118	7.18886457284244	6.11347536665669	0.57564566156757	0.980978686912726	72.6477686913132	-121.143427238216	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5756457	7.1888646	-0.25155164478551	NA
Dynll1	8.86477551622189	9.03793242661094	3.74585089541045	8.78649595602963	1.02109485071371	0.990142449406197	65.1528938244533	-106.153677504496	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0210949	3.7458509	0.251436470581309	NA
Llph	5.39128913157713	5.49506384842906	6.57856411891645	5.24388796871787	0.887401222558603	1.00276245028465	73.8711566656146	-123.590203186818	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8874012	6.5785641	0.251175879711194	NA
B3gat1	7.08598106941246	7.1049687316658	2.57038340273324	6.85392681155888	2.7499890432783	1.0007439597549	89.3688962534295	-154.585682362448	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.5703834	2.749989	0.251041920106921	NA
Nudt15	1.93015819961353	1.79046245903028	2.98725831676961	2.04116919301414	1.68198074346188	1.06324992676027	55.6067208202045	-87.061331495998	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6819807	2.9872583	-0.250706733983867	NA
Cyp4v3	1.92763442917332	1.63865402291933	3.07764521422136	1.88933394082078	0.480898346962988	1.10398216665208	42.4858736695786	-60.8196371947463	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.0776452	-0.250679917901445	NA
Patl1	3.76114181834955	3.87324972443779	0.480898346962988	3.62308526176785	1.97702886539691	0.973206284126696	76.467623753366	-128.783137362321	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.9770289	0.250164462669938	NA
Chst10	5.4908450944582	5.469170383665	2.24022979249042	5.21974283925975	1.33115677934064	1.01413724340568	74.0262998684484	-123.900489592486	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.3311568	2.2402298	0.24942754440525	NA
Cenpb	5.52401062025253	5.49532408992159	5.53953023109174	5.74418433913987	2.3127233670837	0.994125887059133	75.8413757685391	-127.530641392667	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.3127234	5.5395302	-0.248860249218277	NA
Fam117b	4.91590289267913	4.89634767662446	5.49726623052256	5.14519382500505	2.13197962057005	0.992379765855026	82.9477564396028	-141.743402734795	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.1319796	5.4972662	-0.248846148380594	NA
Atp13a5	2.69825085023839	2.16659913385473	3.87670295614042	2.41520027882763	1.50264356105098	1.20905874981558	35.2765303849448	-46.4009506254787	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5026436	3.876703	-0.248601144972892	NA
Ttf1	3.83763077327298	3.59108925745734	32.651352887285	3.34303384376464	17.0216019847335	1.0651313975515	35.7716660123014	-47.3912218801919	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	17.021602	32.6513529	0.248055413692703	NA
Rpn2	6.50922777778702	6.59738152252888	11.3062837840309	6.34942047283897	5.40216680503894	1.00014753492088	84.0480456492857	-143.943981154161	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.4021668	11.3062838	0.247961049689907	NA
Ube2b	7.68182672749429	7.85560989078221	6.33582540814996	7.60782851566533	0.928459891098223	0.991859519574846	77.5902794114416	-131.028448678472	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9284599	6.3358254	0.247781375116879	NA
Nup50	4.03303250292636	4.1776137023239	5.65674571266503	3.93024248557367	2.10584897484975	0.981798257567634	69.3166810835097	-114.481252022608	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.105849	5.6567457	0.247371216750234	NA
Trappc3	6.08618461592673	6.02052429026222	13.1328662534205	6.2678572842259	5.9973007501868	1.0006353918085	104.032225812419	-183.912341480427	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.9973008	13.1328663	-0.247332993963686	NA
Tmem33	5.5984365351204	5.62722858630362	4.3934132865437	5.38009332539843	0.480898346962988	1.01998880802958	63.0638525775169	-101.975595010623	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.3934133	0.247135260905191	NA
Srrm2	8.81323905610995	8.64214716376108	10.8144136290143	8.88924921295175	6.62422095360204	1.00873811493178	74.5246302905024	-124.897150436594	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.624221	10.8144136	-0.247102049190666	NA
Bsn	7.06497645284214	7.03360646734018	4.66858294250628	6.78653366594895	0.480898346962988	1.02324056758111	62.647451303863	-101.142792463315	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	4.6685829	0.247072801391234	NA
Atcay	7.12880044346147	7.10031313353445	2.76350673454945	6.85324089000698	0.907572436121133	1.01446587540525	75.6581539680166	-127.164197791622	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9075724	2.7635067	0.247072243527464	NA
Dcaf4	3.92908653584612	3.9954397428045	1.04574773948052	4.24193209398177	0.547138604986656	0.970854955030854	60.323740453468	-96.4953707625251	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5471386	1.0457477	-0.24649235117727	NA
Amd1	6.65131732148111	6.86143975338714	2.81285270000363	6.61514475707533	0.480898346962988	0.985580581214861	62.1995664653014	-100.247022786192	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.8128527	0.246294996311812	NA
Mcm9	1.6198037996229	1.4160772274819	3.38309056390649	1.66221336851858	2.46865459564929	1.1132875214614	53.0553256475847	-81.9585411507586	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.4686546	3.3830906	-0.246136141036679	NA
Neto1	5.29257143443747	5.46929922670376	0.480898480450082	5.22317855894212	0.480898346962988	0.972173942788555	62.9301199049585	-101.708129665506	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808985	0.246120667761641	NA
N6amt1	4.38657098787847	4.22208012361355	0.503320386224596	4.46804605916392	0.480898346962988	1.03004068427342	67.1243902280981	-110.096670311785	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5033204	-0.245965935550366	NA
Dnm2	5.67758775548051	5.87697303176891	1.93151585676123	5.63109625527701	0.480898346962988	0.977607532199319	64.5959143027971	-105.039718461183	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.9315159	0.245876776491899	NA
Trip11	3.89493267300519	4.01418393701586	6.72564344127403	3.76835270782778	1.03565544608721	0.997775262147612	59.0568855313191	-93.9616609182272	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0356554	6.7256434	0.24583122918808	NA
Rnf141	5.44633816837511	5.37691096917535	8.33722295901949	5.62259461013049	0.480898346962988	0.981595964838344	70.3434151108313	-116.534720077252	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	8.337223	-0.245683640955138	NA
Dcaf7	6.31694374091187	6.23460983799836	7.99398757164669	6.48029097514731	2.01103305764377	0.998475536869591	104.936743091223	-185.721376038034	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.0110331	7.9939876	-0.245681137148955	NA
Kctd1	6.1773958619998	6.28848666009961	3.38196687078607	6.04313407875075	0.480898346962988	1.00164671686911	58.2365824818317	-92.3210548192526	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.3819669	0.245352581348862	NA
Fahd1	4.03857246970623	4.13814803750259	1.74683177993867	4.38331527221974	1.48085314067892	0.970800188209841	58.460122479167	-92.7681348139232	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4808531	1.7468318	-0.245167234717153	NA
Pdzd11	5.31139104037563	5.33581886757131	4.46159808650584	5.58061423262474	1.53619779580078	0.984636394803994	70.9723776729074	-117.792645201404	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5361978	4.4615981	-0.244795365053428	NA
Gskip	4.24939659353146	4.21925126155774	3.39546267085352	3.97473393928546	0.858601100830232	1.02676217544841	65.2288727737768	-106.305635403143	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8586011	3.3954627	0.244517322272289	NA
Bphl	4.6257084446565	4.59200292181756	8.32919527434296	4.83627606977935	0.480898346962988	0.975157632800026	69.0066665339447	-113.861222923478	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	8.3291953	-0.244273147961795	NA
Dstyk	4.88803027099707	4.88928782061705	6.67301723994408	4.6450796859895	3.43999313009793	1.01322835601831	83.1074859914461	-142.062861838481	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.4399931	6.6730172	0.244208134627547	NA
Bcr	5.32362803981041	5.3110939125711	3.41619110334379	5.06782776293315	0.982052584120756	1.01741136120852	68.467316569029	-112.782522993647	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9820526	3.4161911	0.243266149637948	NA
Tut1	3.95532656609681	3.92408057240993	0.494487390911143	3.68103204000419	0.480898346962988	1.00501294619468	75.4500091630266	-126.747908181642	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4944874	0.243048532405745	NA
Zfp236	4.32685874454928	4.25369207064481	1.35023273103098	4.01087699897452	0.480985757607857	1.0300078428824	44.0621892560234	-63.9722683676358	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4809858	1.3502327	0.242815071670288	NA
Lacc1	2.19853103288068	1.88347039124183	1.75748663791405	2.12612545752167	0.480898346962988	1.12490892646063	46.4447706264035	-68.7374311083961	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	1.7574866	-0.242655066279841	NA
